experiment,detonation,file_create,image_load,net_connect,process_create,process_term,reg_create_key,reg_delete_key,reg_delete_value,reg_write,n_events,t_first,t_last,t_detonate,duration_s,dur_after_detonation_s,n_uniq_child,n_uniq_parent,n_uniq_cguid
E59069,1,54,96,3,1,2,111,0,0,0,268,2024-08-13 04:52:07.159,2024-08-13 04:52:08.403,2024-08-13 04:52:07.159,1.244,1.244,245,3,268
E59070,1,3,21,0,0,0,2,0,0,1,28,2024-05-20 19:11:22.441,2024-05-20 19:11:23.238,2024-05-20 19:11:22.441,0.797,0.797,27,2,28
E59071,1,7,20,0,0,0,0,0,0,0,28,2024-05-06 11:10:18.818,2024-05-06 11:10:20.218,2024-05-06 11:10:18.818,1.4,1.4,28,2,28
E59072,1,63,224,0,7,8,21,0,0,24,348,2024-08-27 18:24:07.743,2024-08-27 18:24:08.415,2024-08-27 18:24:07.743,0.672,0.672,116,9,348
E59073,1,54,96,3,1,2,118,2,0,25,302,2024-08-23 17:56:00.689,2024-08-23 17:56:02.318,2024-08-23 17:56:00.689,1.629,1.629,252,3,302
E59074,1,29,92,14,1,1,3,0,0,7,148,2024-08-26 01:53:47.561,2024-08-26 01:58:14.887,2024-08-26 01:53:47.561,267.326,267.326,98,3,148
E59075,1,10,52,9698,0,0,3,0,0,7,9771,2024-05-06 00:15:59.868,2024-05-06 00:21:36.043,2024-05-06 00:15:59.868,336.175,336.175,70,2,9771
E59076,1,9327,399,0,7,3,23,1,1,40,9802,2024-08-20 08:01:40.629,2024-08-20 08:02:34.431,2024-08-20 08:01:40.629,53.802,53.802,5597,8,9802
E59077,1,4,33,0,1,2,0,0,0,0,41,2024-05-05 15:31:34.000,2024-05-05 15:31:34.522,2024-05-05 15:31:34.000,0.522,0.522,35,3,41
E59078,1,238,63,0,0,0,0,0,0,0,302,2024-05-04 05:39:15.766,2024-05-04 05:39:19.126,2024-05-04 05:39:15.766,3.36,3.36,223,2,302
E59079,1,18,54,0,0,0,0,0,0,0,73,2024-05-18 22:15:28.496,2024-05-18 22:15:29.543,2024-05-18 22:15:28.496,1.047,1.047,73,2,73
E59080,1,0,0,1,30,0,0,0,0,0,32,2024-08-08 21:39:31.554,2024-08-08 21:40:03.378,2024-08-08 21:39:31.554,31.824,31.824,7,5,32
E59081,1,1,37,0,1,2,0,0,0,0,42,2024-05-06 01:18:44.040,2024-05-06 01:18:44.964,2024-05-06 01:18:44.040,0.924,0.924,35,2,42
E59082,1,0,0,1,2,0,0,0,0,4,8,2024-08-23 00:02:28.682,2024-08-23 00:02:39.175,2024-08-23 00:02:28.682,10.493,10.493,8,2,8
E59083,1,1,43,0,1,2,0,0,0,0,48,2024-05-06 13:44:03.581,2024-05-06 13:44:03.690,2024-05-06 13:44:03.581,0.109,0.109,35,3,48
E59084,1,14,34,0,0,0,0,0,0,0,49,2024-05-17 13:03:29.140,2024-05-17 13:03:30.127,2024-05-17 13:03:29.140,0.987,0.987,49,2,49
E59085,1,27,43,0,0,0,0,0,0,0,71,2024-05-04 04:36:27.627,2024-05-04 04:36:28.104,2024-05-04 04:36:27.627,0.477,0.477,68,2,71
E59086,1,67,77,0,1,1,2,0,0,2,151,2024-08-13 13:15:02.624,2024-08-13 13:15:09.361,2024-08-13 13:15:02.624,6.737,6.737,99,3,151
E59087,1,64,224,0,7,8,0,0,0,0,304,2024-08-20 05:58:47.779,2024-08-20 05:58:48.435,2024-08-20 05:58:47.779,0.656,0.656,96,9,304
E59088,1,14,63,0,1,0,3,0,0,1,83,2024-05-05 11:30:00.973,2024-05-05 11:30:02.107,2024-05-05 11:30:00.973,1.134,1.134,59,3,83
E59089,1,54,91,6,0,0,4,0,0,8,164,2024-05-05 00:59:47.335,2024-05-05 01:03:49.701,2024-05-05 00:59:47.335,242.366,242.366,151,2,164
E59090,1,0,0,0,0,0,0,0,0,0,1,2024-08-13 04:44:02.803,2024-08-13 04:44:02.803,2024-08-13 04:44:02.803,0.0,0.0,1,1,1
E59091,1,47,85,3,0,0,4,0,0,8,148,2024-05-04 22:56:27.783,2024-05-04 23:00:30.466,2024-05-04 22:56:27.783,242.683,242.683,138,2,148
E59092,1,534,734,24,36,31,13,0,0,18,1391,2024-08-22 08:01:28.114,2024-08-22 08:06:12.325,2024-08-22 08:01:28.114,284.211,284.211,551,7,1391
E59093,1,59,107,3,1,2,111,0,0,0,284,2024-08-12 21:00:34.271,2024-08-12 21:00:36.299,2024-08-12 21:00:34.271,2.028,2.028,251,3,284
E59094,1,0,21,0,0,1,0,0,0,0,23,2024-05-18 15:39:56.036,2024-05-18 15:39:56.112,2024-05-18 15:39:56.036,0.076,0.076,22,2,23
E59095,1,1,27,0,0,0,0,0,0,0,29,2024-05-18 11:18:57.673,2024-05-18 11:18:58.860,2024-05-18 11:18:57.673,1.187,1.187,29,1,29
E59096,1,2,26,0,0,1,0,0,0,0,30,2024-05-06 10:45:52.686,2024-05-06 10:45:53.670,2024-05-06 10:45:52.686,0.984,0.984,29,2,30
E59097,1,0,15,0,0,1,0,0,0,0,17,2024-05-21 21:17:53.439,2024-05-21 21:17:53.489,2024-05-21 21:17:53.439,0.05,0.05,16,2,17
E59098,1,19,0,0,2,0,0,0,0,0,22,2024-08-14 15:05:18.518,2024-08-14 15:05:26.827,2024-08-14 15:05:18.518,8.309,8.309,19,1,22
E59099,1,5090,36,9,0,0,2,0,0,1,5139,2024-08-13 22:08:18.295,2024-08-13 22:10:26.820,2024-08-13 22:08:18.295,128.525,128.525,3910,2,5139
E59100,1,2,9,0,0,1,0,0,0,0,13,2024-08-24 00:29:36.497,2024-08-24 00:29:37.666,2024-08-24 00:29:36.497,1.169,1.169,12,1,13
E59101,1,71,111,3,1,2,110,0,0,0,299,2024-08-22 05:58:49.815,2024-08-22 05:58:51.895,2024-08-22 05:58:49.815,2.08,2.08,264,3,299
E59102,1,57,111,3,1,2,111,0,0,0,286,2024-08-15 03:39:39.040,2024-08-15 03:39:40.576,2024-08-15 03:39:39.040,1.536,1.536,251,3,286
E59103,1,32,57,0,0,0,0,0,0,0,90,2024-08-28 02:01:45.985,2024-08-28 02:01:46.460,2024-08-28 02:01:45.985,0.475,0.475,90,2,90
E59104,1,48,97,0,1,1,0,0,0,0,148,2024-05-04 00:08:38.494,2024-05-04 00:08:39.522,2024-05-04 00:08:38.494,1.028,1.028,109,3,148
E59105,1,23,66,1,0,0,0,0,0,0,91,2024-05-05 23:28:31.617,2024-05-05 23:28:32.874,2024-05-05 23:28:31.617,1.257,1.257,90,2,91
E59106,1,529,702,15,33,29,7,0,0,11,1327,2024-08-23 03:21:55.327,2024-08-23 03:25:45.289,2024-08-23 03:21:55.327,229.962,229.962,449,7,1327
E59107,1,465,35,0,0,0,8,0,0,8,517,2024-08-22 01:20:19.755,2024-08-22 01:24:57.697,2024-08-22 01:20:19.755,277.942,277.942,509,2,517
E59108,1,55,105,3,1,2,111,0,0,0,278,2024-08-26 11:42:22.879,2024-08-26 11:42:24.958,2024-08-26 11:42:22.879,2.079,2.079,247,3,278
E59109,1,0,20,0,0,0,0,0,0,0,21,2024-05-17 05:55:04.485,2024-05-17 05:55:04.519,2024-05-17 05:55:04.485,0.034,0.034,21,2,21
E59110,1,167,113,0,1,0,0,0,0,0,282,2024-05-18 10:02:15.222,2024-05-18 10:02:18.876,2024-05-18 10:02:15.222,3.654,3.654,190,3,282
E59111,1,0,0,0,0,0,0,0,0,0,1,2024-08-26 22:47:42.808,2024-08-26 22:47:42.808,2024-08-26 22:47:42.808,0.0,0.0,1,1,1
E59112,1,5080,108,3,1,2,0,0,0,0,5195,2024-08-26 13:37:23.113,2024-08-26 13:37:36.570,2024-08-26 13:37:23.113,13.457,13.457,2760,3,5195
E59113,1,0,11,0,0,1,0,0,0,0,13,2024-05-18 06:43:55.408,2024-05-18 06:43:55.437,2024-05-18 06:43:55.408,0.029,0.029,12,2,13
E59114,1,1,44,0,1,2,0,0,0,0,49,2024-05-16 16:14:39.624,2024-05-16 16:14:40.578,2024-05-16 16:14:39.624,0.954,0.954,46,3,49
E59115,1,0,9,0,0,1,0,0,0,0,11,2024-08-22 01:11:29.986,2024-08-22 01:11:30.002,2024-08-22 01:11:29.986,0.016,0.016,10,1,11
E59116,1,64,224,0,7,8,0,0,0,0,304,2024-08-12 18:03:24.109,2024-08-12 18:03:24.949,2024-08-12 18:03:24.109,0.84,0.84,94,9,304
E59117,1,0,0,0,419,363,0,0,0,0,783,2024-08-25 14:29:10.702,2024-08-25 14:29:47.984,2024-08-25 14:29:10.702,37.282,37.282,418,418,783
E59118,1,41,81,0,1,1,1,0,0,4,130,2024-08-25 15:06:45.697,2024-08-25 15:06:47.098,2024-08-25 15:06:45.697,1.401,1.401,96,3,130
E59119,1,1,51,0,1,2,0,0,0,0,56,2024-05-20 22:57:19.605,2024-05-20 22:57:20.525,2024-05-20 22:57:19.605,0.92,0.92,41,3,56
E59120,1,0,9,0,0,1,0,0,0,0,11,2024-08-12 23:59:06.539,2024-08-12 23:59:06.550,2024-08-12 23:59:06.539,0.011,0.011,10,2,11
E59121,1,17,74,0,1,2,0,0,0,0,95,2024-05-07 06:30:21.004,2024-05-07 06:30:22.152,2024-05-07 06:30:21.004,1.148,1.148,92,2,95
E59122,1,12,53,0,1,1,0,0,0,0,68,2024-08-13 21:29:57.685,2024-08-13 21:29:58.148,2024-08-13 21:29:57.685,0.463,0.463,47,3,68
E59123,1,630,236,8,4,5,113,0,0,1,998,2024-08-12 21:56:58.933,2024-08-12 21:57:10.919,2024-08-12 21:56:58.933,11.986,11.986,822,6,998
E59124,1,60,89,5,0,0,5,0,0,2,162,2024-08-13 23:21:26.774,2024-08-13 23:22:01.529,2024-08-13 23:21:26.774,34.755,34.755,152,2,162
E59125,1,433,35,0,0,0,8,0,0,8,485,2024-08-20 17:53:22.570,2024-08-20 17:57:55.284,2024-08-20 17:53:22.570,272.714,272.714,477,2,485
E59126,1,1,46,0,1,0,0,0,0,0,49,2024-05-20 12:24:42.440,2024-05-20 12:24:42.598,2024-05-20 12:24:42.440,0.158,0.158,48,2,49
E59127,1,337,118,0,1,0,1,0,0,2,460,2024-05-21 17:36:46.732,2024-05-21 17:37:03.075,2024-05-21 17:36:46.732,16.343,16.343,277,3,460
E59128,1,164,64,1,0,0,2,0,0,0,232,2024-08-13 04:06:59.472,2024-08-13 04:07:00.790,2024-08-13 04:06:59.472,1.318,1.318,167,2,232
E59129,1,0,9,0,0,1,0,0,0,0,11,2024-08-09 12:36:04.068,2024-08-09 12:36:04.080,2024-08-09 12:36:04.068,0.012,0.012,10,2,11
E59130,1,57,167,3,3,2,0,0,0,3,236,2024-08-25 11:31:25.843,2024-08-25 11:31:27.194,2024-08-25 11:31:25.843,1.351,1.351,148,5,236
E59131,1,78,150,3,2,2,0,0,0,0,236,2024-08-23 11:54:48.806,2024-08-23 11:54:51.450,2024-08-23 11:54:48.806,2.644,2.644,148,3,236
E59132,1,3,14,0,0,1,0,0,0,0,19,2024-05-17 00:35:19.507,2024-05-17 00:35:20.037,2024-05-17 00:35:19.507,0.53,0.53,18,2,19
E59133,1,5,33,0,0,1,0,0,0,0,40,2024-05-17 10:27:38.612,2024-05-17 10:27:38.918,2024-05-17 10:27:38.612,0.306,0.306,39,2,40
E59134,1,20,0,0,2,0,0,0,0,4,27,2024-08-21 19:23:05.552,2024-08-21 19:23:16.523,2024-08-21 19:23:05.552,10.971,10.971,23,3,27
E59135,1,94,147,3,2,3,0,0,0,0,250,2024-05-07 02:06:28.680,2024-05-07 02:06:34.231,2024-05-07 02:06:28.680,5.551,5.551,206,4,250
E59136,1,55,105,3,1,2,114,1,0,1,283,2024-08-15 08:41:10.439,2024-08-15 08:41:11.802,2024-08-15 08:41:10.439,1.363,1.363,250,3,283
E59137,1,0,14,0,0,1,0,0,0,0,16,2024-05-21 08:33:22.631,2024-05-21 08:33:22.647,2024-05-21 08:33:22.631,0.016,0.016,15,2,16
E59138,1,324,106,0,1,0,0,0,0,0,432,2024-05-21 07:05:16.471,2024-05-21 07:05:21.527,2024-05-21 07:05:16.471,5.056,5.056,263,3,432
E59139,1,35,130,1,3,3,1,0,0,4,178,2024-05-04 08:31:14.548,2024-05-04 08:31:16.048,2024-05-04 08:31:14.548,1.5,1.5,125,5,178
E59140,1,8,25,0,0,0,0,0,0,0,34,2024-08-25 22:47:33.701,2024-08-25 22:48:16.283,2024-08-25 22:47:33.701,42.582,42.582,34,1,34
E59141,1,63,224,0,7,7,0,0,0,0,302,2024-08-14 19:17:19.670,2024-08-14 19:17:20.818,2024-08-14 19:17:19.670,1.148,1.148,92,9,302
E59142,1,0,9,0,0,1,0,0,0,0,11,2024-08-27 13:31:31.907,2024-08-27 13:31:31.919,2024-08-27 13:31:31.907,0.012,0.012,10,2,11
E59143,1,3,44,0,1,1,0,0,0,0,50,2024-05-20 13:59:56.436,2024-05-20 13:59:57.345,2024-05-20 13:59:56.436,0.909,0.909,48,3,50
E59144,1,19,44,0,0,0,0,0,0,0,64,2024-05-05 19:28:00.893,2024-05-05 19:28:01.713,2024-05-05 19:28:00.893,0.82,0.82,64,2,64
E59145,1,6,29,0,0,1,0,0,0,0,37,2024-05-16 16:31:23.977,2024-05-16 16:31:24.214,2024-05-16 16:31:23.977,0.237,0.237,36,1,37
E59146,1,24,54,1,0,1,3,0,0,7,91,2024-08-12 19:25:05.585,2024-08-12 19:25:06.297,2024-08-12 19:25:05.585,0.712,0.712,83,2,91
E59147,1,9183,399,0,7,3,27,1,1,40,9662,2024-08-27 08:52:37.158,2024-08-27 08:53:33.096,2024-08-27 08:52:37.158,55.938,55.938,5573,8,9662
E59148,1,42,143,30,4,4,4,0,0,4,232,2024-08-09 19:56:15.658,2024-08-09 20:00:56.386,2024-08-09 19:56:15.658,280.728,280.728,128,6,232
E59149,1,4,33,0,1,2,0,0,0,0,41,2024-05-05 14:30:17.915,2024-05-05 14:30:18.761,2024-05-05 14:30:17.915,0.846,0.846,35,3,41
E59150,1,21,50,0,0,0,4,0,0,1,77,2024-05-16 16:03:47.747,2024-05-16 16:03:48.149,2024-05-16 16:03:47.747,0.402,0.402,76,2,77
E59151,1,1,15,0,0,1,1,0,0,2,21,2024-05-19 23:52:13.433,2024-05-19 23:52:13.808,2024-05-19 23:52:13.433,0.375,0.375,18,2,21
E59152,1,6293,860,0,38,37,9,0,0,14,7252,2024-05-05 05:16:41.455,2024-05-05 05:17:38.594,2024-05-05 05:16:41.455,57.139,57.139,3331,7,7252
E59153,1,22,44,0,0,0,0,0,0,0,67,2024-08-09 04:43:39.996,2024-08-09 04:43:40.773,2024-08-09 04:43:39.996,0.777,0.777,67,2,67
E59154,1,635,46,24,0,0,4,0,0,1,711,2024-08-12 21:28:16.534,2024-08-12 21:32:56.747,2024-08-12 21:28:16.534,280.213,280.213,573,2,711
E59155,1,0,11,0,0,1,0,0,0,0,13,2024-05-19 22:11:41.955,2024-05-19 22:11:41.977,2024-05-19 22:11:41.955,0.022,0.022,12,1,13
E59156,1,4954,36,9,0,0,1,0,0,0,5001,2024-08-25 07:10:18.633,2024-08-25 07:13:18.268,2024-08-25 07:10:18.633,179.635,179.635,3799,2,5001
E59157,1,7,22,0,0,0,0,0,0,0,30,2024-08-20 09:28:11.714,2024-08-20 09:28:12.540,2024-08-20 09:28:11.714,0.826,0.826,30,2,30
E59158,1,1172,32,4251,0,0,8,0,0,9,5473,2024-08-13 00:48:08.758,2024-08-13 00:53:09.183,2024-08-13 00:48:08.758,300.425,300.425,5130,2,5473
E59159,1,10,36,0,1,2,0,0,0,0,50,2024-08-14 14:53:55.748,2024-08-14 14:53:56.588,2024-08-14 14:53:55.748,0.84,0.84,38,3,50
E59160,1,3,14,0,0,1,0,0,0,0,19,2024-05-20 19:01:48.610,2024-05-20 19:01:49.538,2024-05-20 19:01:48.610,0.928,0.928,18,2,19
E59161,1,4,13,0,0,1,0,0,0,0,19,2024-05-06 10:35:52.348,2024-05-06 10:35:52.509,2024-05-06 10:35:52.348,0.161,0.161,18,2,19
E59162,1,4,59,0,1,2,0,0,0,0,67,2024-05-19 09:44:29.940,2024-05-19 09:44:30.823,2024-05-19 09:44:29.940,0.883,0.883,48,3,67
E59163,1,3,28,0,1,2,0,0,0,0,35,2024-08-09 02:48:28.429,2024-08-09 02:48:28.863,2024-08-09 02:48:28.429,0.434,0.434,28,3,35
E59164,1,11,63,0,2,3,0,0,0,0,80,2024-05-16 20:40:26.388,2024-05-16 20:40:27.154,2024-05-16 20:40:26.388,0.766,0.766,66,4,80
E59165,1,14,32,0,0,0,0,0,0,0,47,2024-08-20 21:36:34.878,2024-08-20 21:36:35.226,2024-08-20 21:36:34.878,0.348,0.348,47,1,47
E59166,1,7,24,0,0,0,0,0,0,0,32,2024-08-14 16:12:04.722,2024-08-14 16:12:39.047,2024-08-14 16:12:04.722,34.325,34.325,32,1,32
E59167,1,5215,108,3,1,2,118,2,0,25,5475,2024-08-23 02:45:52.090,2024-08-23 02:46:08.808,2024-08-23 02:45:52.090,16.718,16.718,2955,2,5475
E59168,1,0,13,0,0,1,0,0,0,0,15,2024-05-21 16:39:50.458,2024-05-21 16:39:50.471,2024-05-21 16:39:50.458,0.013,0.013,14,2,15
E59169,1,7,23,0,0,0,0,0,0,0,31,2024-05-20 03:20:40.825,2024-05-20 03:20:41.828,2024-05-20 03:20:40.825,1.003,1.003,31,2,31
E59170,1,4,51,0,1,1,0,0,0,0,58,2024-05-16 07:47:50.835,2024-05-16 07:47:52.002,2024-05-16 07:47:50.835,1.167,1.167,56,3,58
E59171,1,8,47,0,0,1,0,0,0,0,57,2024-05-06 23:45:36.244,2024-05-06 23:45:36.935,2024-05-06 23:45:36.244,0.691,0.691,56,2,57
E59172,1,124,46,256,0,0,3,0,0,7,437,2024-05-04 12:45:18.558,2024-05-04 12:46:01.690,2024-05-04 12:45:18.558,43.132,43.132,371,2,437
E59173,1,4,52,0,1,2,5,0,0,0,65,2024-05-18 13:33:23.545,2024-05-18 13:33:38.881,2024-05-18 13:33:23.545,15.336,15.336,62,3,65
E59174,1,7,10,0,0,1,0,0,0,0,19,2024-08-22 13:41:35.649,2024-08-22 13:41:37.041,2024-08-22 13:41:35.649,1.392,1.392,18,2,19
E59175,1,67,119,2,1,1,8,0,0,9,208,2024-08-23 18:35:05.678,2024-08-23 18:35:12.307,2024-08-23 18:35:05.678,6.629,6.629,162,3,208
E59176,1,2026,8154,0,150,125,174,0,0,175,10805,2024-08-26 06:27:11.987,2024-08-26 06:28:51.885,2024-08-26 06:27:11.987,99.898,99.898,1415,152,10805
E59177,1,22,48,0,0,0,0,0,0,0,71,2024-05-21 18:33:08.109,2024-05-21 18:33:09.598,2024-05-21 18:33:08.109,1.489,1.489,71,2,71
E59178,1,19,44,0,0,0,0,0,0,0,64,2024-05-05 21:28:44.425,2024-05-05 21:28:44.961,2024-05-05 21:28:44.425,0.536,0.536,64,2,64
E59179,1,534,735,16,36,31,15,0,0,19,1387,2024-08-23 01:23:59.794,2024-08-23 01:27:54.953,2024-08-23 01:23:59.794,235.159,235.159,550,7,1387
E59180,1,1,40,0,1,2,0,0,0,0,45,2024-05-21 06:39:40.628,2024-05-21 06:39:41.607,2024-05-21 06:39:40.628,0.979,0.979,42,3,45
E59181,1,36,67,0,1,0,0,0,0,0,105,2024-08-09 19:00:06.155,2024-08-09 19:00:07.499,2024-08-09 19:00:06.155,1.344,1.344,76,3,105
E59182,1,311,127,2,1,0,0,0,0,0,442,2024-05-17 03:29:00.417,2024-05-17 03:29:07.717,2024-05-17 03:29:00.417,7.3,7.3,387,2,442
E59183,1,772,46,25,0,0,2,0,0,0,846,2024-08-21 04:22:43.629,2024-08-21 04:27:22.808,2024-08-21 04:22:43.629,279.179,279.179,687,2,846
E59184,1,451,35,0,0,0,8,0,0,8,503,2024-08-09 18:08:14.777,2024-08-09 18:12:50.554,2024-08-09 18:08:14.777,275.777,275.777,495,2,503
E59185,1,7,42,0,0,1,0,0,0,0,51,2024-08-13 05:42:05.971,2024-08-13 05:42:07.108,2024-08-13 05:42:05.971,1.137,1.137,50,2,51
E59186,1,4328,108,3,1,2,118,2,0,25,4588,2024-08-09 15:32:12.408,2024-08-09 15:32:19.811,2024-08-09 15:32:12.408,7.403,7.403,2499,3,4588
E59187,1,8,31,0,0,1,0,0,0,0,41,2024-05-04 14:30:05.712,2024-05-04 14:30:06.492,2024-05-04 14:30:05.712,0.78,0.78,40,2,41
E59188,1,33,83,0,1,1,1,0,0,4,124,2024-08-15 00:47:16.113,2024-08-15 00:47:33.320,2024-08-15 00:47:16.113,17.207,17.207,89,3,124
E59189,1,63,224,0,7,8,0,0,0,0,303,2024-08-23 10:35:37.682,2024-08-23 10:35:38.491,2024-08-23 10:35:37.682,0.809,0.809,95,9,303
E59190,1,62,224,0,7,8,0,0,0,0,302,2024-08-25 14:02:08.535,2024-08-25 14:02:09.372,2024-08-25 14:02:08.535,0.837,0.837,93,9,302
E59191,1,72,138,3,2,3,111,0,0,0,330,2024-08-22 07:20:12.503,2024-08-22 07:20:18.169,2024-08-22 07:20:12.503,5.666,5.666,274,4,330
E59192,1,8,28,0,0,1,0,0,0,0,38,2024-08-24 06:22:08.622,2024-08-24 06:22:09.101,2024-08-24 06:22:08.622,0.479,0.479,37,2,38
E59193,1,1319,112,0,1,0,0,0,0,1,1434,2024-05-21 19:49:55.977,2024-05-21 19:50:00.036,2024-05-21 19:49:55.977,4.059,4.059,1415,3,1434
E59194,1,0,23,0,0,1,0,0,0,0,25,2024-05-17 20:46:40.374,2024-05-17 20:46:40.430,2024-05-17 20:46:40.374,0.056,0.056,24,2,25
E59195,1,23,85,3,1,1,2,0,0,7,123,2024-05-04 18:45:11.584,2024-05-04 18:49:55.157,2024-05-04 18:45:11.584,283.573,283.573,91,3,123
E59196,1,69,59,0,1,1,0,0,0,0,131,2024-08-13 12:02:59.883,2024-08-13 12:06:51.724,2024-08-13 12:02:59.883,231.841,231.841,88,3,131
E59197,1,0,9,0,0,1,0,0,0,0,11,2024-08-10 04:58:04.982,2024-08-10 04:58:04.992,2024-08-10 04:58:04.982,0.01,0.01,10,2,11
E59198,1,1,34,0,1,2,0,0,0,0,39,2024-05-16 17:00:39.350,2024-05-16 17:00:39.524,2024-05-16 17:00:39.350,0.174,0.174,32,3,39
E59199,1,0,22,0,0,1,0,0,0,0,24,2024-05-21 06:07:31.501,2024-05-21 06:07:31.539,2024-05-21 06:07:31.501,0.038,0.038,23,2,24
E59200,1,1188,108,3,1,2,118,2,0,25,1448,2024-08-23 05:51:20.334,2024-08-23 05:51:25.663,2024-08-23 05:51:20.334,5.329,5.329,927,3,1448
E59201,1,5,23,0,0,1,4,1,0,0,35,2024-08-13 12:24:18.680,2024-08-13 12:24:19.337,2024-08-13 12:24:18.680,0.657,0.657,33,2,35
E59202,1,1243,5016,0,263,157,0,0,0,0,6680,2024-08-21 03:23:35.737,2024-08-21 03:28:11.828,2024-08-21 03:23:35.737,276.091,276.091,880,264,6680
E59203,1,4,55,0,2,3,0,0,0,0,65,2024-05-18 04:28:14.812,2024-05-18 04:28:15.814,2024-05-18 04:28:14.812,1.002,1.002,41,4,65
E59204,1,10,36,0,1,2,0,0,0,0,50,2024-08-13 07:09:17.794,2024-08-13 07:09:18.043,2024-08-13 07:09:17.794,0.249,0.249,38,2,50
E59205,1,12,40,0,0,1,1,0,0,0,55,2024-08-23 09:47:23.781,2024-08-23 09:47:24.968,2024-08-23 09:47:23.781,1.187,1.187,54,1,55
E59206,1,69,59,0,1,1,0,0,0,1,132,2024-08-23 02:22:30.768,2024-08-23 02:25:31.843,2024-08-23 02:22:30.768,181.075,181.075,89,3,132
E59207,1,0,9,0,0,1,0,0,0,0,11,2024-08-27 02:08:51.906,2024-08-27 02:08:51.919,2024-08-27 02:08:51.906,0.013,0.013,10,2,11
E59208,1,26,42,0,0,0,0,0,0,0,69,2024-05-07 05:58:22.700,2024-05-07 05:58:23.256,2024-05-07 05:58:22.700,0.556,0.556,66,2,69
E59209,1,17,40,0,0,0,0,0,0,0,58,2024-08-13 04:42:33.725,2024-08-13 04:42:34.134,2024-08-13 04:42:33.725,0.409,0.409,58,2,58
E59210,1,107,22,0,0,1,1,0,0,0,132,2024-08-24 19:35:45.212,2024-08-24 19:35:45.973,2024-08-24 19:35:45.212,0.761,0.761,80,2,132
E59211,1,14,58,40,0,0,2,0,0,1,116,2024-08-14 00:40:26.273,2024-08-14 00:41:24.950,2024-08-14 00:40:26.273,58.677,58.677,73,2,116
E59212,1,399,35,0,0,0,8,0,0,8,451,2024-08-24 09:23:12.586,2024-08-24 09:27:48.111,2024-08-24 09:23:12.586,275.525,275.525,443,1,451
E59213,1,69,104,3,2,1,9,0,2,16,207,2024-08-26 17:16:49.891,2024-08-26 17:21:16.551,2024-08-26 17:16:49.891,266.66,266.66,163,4,207
E59214,1,463,35,0,0,0,8,0,0,8,515,2024-08-22 04:53:21.464,2024-08-22 04:57:58.695,2024-08-22 04:53:21.464,277.231,277.231,507,2,515
E59215,1,5,50,0,1,2,0,0,0,0,59,2024-08-28 01:46:17.541,2024-08-28 01:46:17.781,2024-08-28 01:46:17.541,0.24,0.24,56,3,59
E59216,1,9,32,0,0,0,0,0,0,0,42,2024-05-05 17:06:48.494,2024-05-05 17:06:50.512,2024-05-05 17:06:48.494,2.018,2.018,42,2,42
E59217,1,458,35,0,0,0,10,0,0,10,514,2024-08-26 21:13:55.535,2024-08-26 21:18:26.502,2024-08-26 21:13:55.535,270.967,270.967,504,2,514
E59218,1,384,3312,0,208,178,122,1,0,4,4210,2024-08-13 05:06:11.193,2024-08-13 05:11:12.936,2024-08-13 05:06:11.193,301.743,301.743,512,13,4210
E59219,1,45,96,2,3,3,2,0,0,2,154,2024-08-26 12:39:10.688,2024-08-26 12:39:13.147,2024-08-26 12:39:10.688,2.459,2.459,74,3,154
E59220,1,9,26,0,0,0,0,0,0,0,36,2024-05-17 11:06:45.687,2024-05-17 11:06:46.466,2024-05-17 11:06:45.687,0.779,0.779,36,2,36
E59221,1,8,24,0,0,0,0,0,0,0,33,2024-08-15 09:55:02.005,2024-08-15 09:55:02.605,2024-08-15 09:55:02.005,0.6,0.6,33,2,33
E59222,1,52,76,42,0,1,113,0,0,4,289,2024-08-25 21:20:18.722,2024-08-25 21:20:39.098,2024-08-25 21:20:18.722,20.376,20.376,237,2,289
E59223,1,551,1174,12,62,55,25,0,0,26,1906,2024-08-14 02:53:46.460,2024-08-14 02:54:56.098,2024-08-14 02:53:46.460,69.638,69.638,560,7,1906
E59224,1,80,132,3,1,2,111,0,0,0,330,2024-08-10 01:32:50.250,2024-08-10 01:32:51.998,2024-08-10 01:32:50.250,1.748,1.748,287,3,330
E59225,1,52,91,6,0,0,4,0,0,8,162,2024-05-05 00:29:55.834,2024-05-05 00:33:58.449,2024-05-05 00:29:55.834,242.615,242.615,149,2,162
E59226,1,6,57,0,2,3,0,0,0,0,69,2024-05-06 06:19:18.663,2024-05-06 06:19:19.583,2024-05-06 06:19:18.663,0.92,0.92,47,4,69
E59227,1,1352,130,0,1,0,0,0,0,1,1485,2024-05-17 12:24:11.761,2024-05-17 12:24:16.745,2024-05-17 12:24:11.761,4.984,4.984,1397,3,1485
E59228,1,6,28,0,0,1,0,0,0,0,36,2024-05-20 19:44:42.798,2024-05-20 19:44:43.880,2024-05-20 19:44:42.798,1.082,1.082,35,1,36
E59229,1,4,47,0,1,2,0,0,0,0,55,2024-05-18 11:05:36.517,2024-05-18 11:05:36.746,2024-05-18 11:05:36.517,0.229,0.229,37,3,55
E59230,1,474,35,0,0,0,10,0,0,10,530,2024-08-09 23:56:39.780,2024-08-10 00:01:10.869,2024-08-09 23:56:39.780,271.089,271.089,520,2,530
